,d,t,n,s,ds,c_spcg,z,h_beam,h_clip,d_end
328,0.625,5.5,8,4.0,True,1.0,8174.197559969149,33.0,31.0,1.25
329,0.625,5.5,8,4.0,False,1.0,4087.0987799845743,33.0,31.0,1.25
330,0.625,5.5,9,2.5,True,1.0,9195.972254965292,25.0,23.0,1.25
331,0.625,5.5,9,2.5,False,1.0,4597.986127482646,25.0,23.0,1.25
332,0.625,5.5,9,3.0,True,1.0,9195.972254965292,29.0,27.0,1.25
333,0.625,5.5,9,3.0,False,1.0,4597.986127482646,29.0,27.0,1.25
334,0.625,5.5,9,4.0,True,1.0,9195.972254965292,37.0,35.0,1.25
335,0.625,5.5,9,4.0,False,1.0,4597.986127482646,37.0,35.0,1.25
336,0.625,7.0,2,2.5,True,1.0,2043.5493899922872,7.5,5.5,1.25
337,0.625,7.0,2,2.5,False,1.0,1021.7746949961436,7.5,5.5,1.25
338,0.625,7.0,2,3.0,True,1.0,2043.5493899922872,8.0,6.0,1.25
339,0.625,7.0,2,3.0,False,1.0,1021.7746949961436,8.0,6.0,1.25
340,0.625,7.0,2,4.0,True,1.0,2043.5493899922872,9.0,7.0,1.25
341,0.625,7.0,2,4.0,False,1.0,1021.7746949961436,9.0,7.0,1.25
342,0.625,7.0,3,2.5,True,1.0,3065.3240849884305,10.0,8.0,1.25
343,0.625,7.0,3,2.5,False,1.0,1532.6620424942153,10.0,8.0,1.25
344,0.625,7.0,3,3.0,True,1.0,3065.3240849884305,11.0,9.0,1.25
345,0.625,7.0,3,3.0,False,1.0,1532.6620424942153,11.0,9.0,1.25
346,0.625,7.0,3,4.0,True,1.0,3065.3240849884305,13.0,11.0,1.25
347,0.625,7.0,3,4.0,False,1.0,1532.6620424942153,13.0,11.0,1.25
348,0.625,7.0,4,2.5,True,1.0,4087.0987799845743,12.5,10.5,1.25
349,0.625,7.0,4,2.5,False,1.0,2043.5493899922872,12.5,10.5,1.25
350,0.625,7.0,4,3.0,True,1.0,4087.0987799845743,14.0,12.0,1.25
351,0.625,7.0,4,3.0,False,1.0,2043.5493899922872,14.0,12.0,1.25
352,0.625,7.0,4,4.0,True,1.0,4087.0987799845743,17.0,15.0,1.25
353,0.625,7.0,4,4.0,False,1.0,2043.5493899922872,17.0,15.0,1.25
354,0.625,7.0,5,2.5,True,1.0,5108.873474980718,15.0,13.0,1.25
355,0.625,7.0,5,2.5,False,1.0,2554.436737490359,15.0,13.0,1.25
356,0.625,7.0,5,3.0,True,1.0,5108.873474980718,17.0,15.0,1.25
357,0.625,7.0,5,3.0,False,1.0,2554.436737490359,17.0,15.0,1.25
358,0.625,7.0,5,4.0,True,1.0,5108.873474980718,21.0,19.0,1.25
359,0.625,7.0,5,4.0,False,1.0,2554.436737490359,21.0,19.0,1.25
360,0.625,7.0,6,2.5,True,1.0,6130.648169976861,17.5,15.5,1.25
361,0.625,7.0,6,2.5,False,1.0,3065.3240849884305,17.5,15.5,1.25
362,0.625,7.0,6,3.0,True,1.0,6130.648169976861,20.0,18.0,1.25
363,0.625,7.0,6,3.0,False,1.0,3065.3240849884305,20.0,18.0,1.25
364,0.625,7.0,6,4.0,True,1.0,6130.648169976861,25.0,23.0,1.25
365,0.625,7.0,6,4.0,False,1.0,3065.3240849884305,25.0,23.0,1.25
366,0.625,7.0,7,2.5,True,1.0,7152.422864973005,20.0,18.0,1.25
367,0.625,7.0,7,2.5,False,1.0,3576.2114324865024,20.0,18.0,1.25
368,0.625,7.0,7,3.0,True,1.0,7152.422864973005,23.0,21.0,1.25
369,0.625,7.0,7,3.0,False,1.0,3576.2114324865024,23.0,21.0,1.25
370,0.625,7.0,7,4.0,True,1.0,7152.422864973005,29.0,27.0,1.25
371,0.625,7.0,7,4.0,False,1.0,3576.2114324865024,29.0,27.0,1.25
372,0.625,7.0,8,2.5,True,1.0,8174.197559969149,22.5,20.5,1.25
373,0.625,7.0,8,2.5,False,1.0,4087.0987799845743,22.5,20.5,1.25
374,0.625,7.0,8,3.0,True,1.0,8174.197559969149,26.0,24.0,1.25
375,0.625,7.0,8,3.0,False,1.0,4087.0987799845743,26.0,24.0,1.25
376,0.625,7.0,8,4.0,True,1.0,8174.197559969149,33.0,31.0,1.25
377,0.625,7.0,8,4.0,False,1.0,4087.0987799845743,33.0,31.0,1.25
378,0.625,7.0,9,2.5,True,1.0,9195.972254965292,25.0,23.0,1.25
379,0.625,7.0,9,2.5,False,1.0,4597.986127482646,25.0,23.0,1.25
380,0.625,7.0,9,3.0,True,1.0,9195.972254965292,29.0,27.0,1.25
381,0.625,7.0,9,3.0,False,1.0,4597.986127482646,29.0,27.0,1.25
382,0.625,7.0,9,4.0,True,1.0,9195.972254965292,37.0,35.0,1.25
383,0.625,7.0,9,4.0,False,1.0,4597.986127482646,37.0,35.0,1.25
384,0.75,1.5,2,2.5,True,0.8333333333333334,808.2454245587359,8.5,5.5,1.25
385,0.75,1.5,2,2.5,False,0.8333333333333334,580.2273811522723,8.5,5.5,1.25
386,0.75,1.5,2,3.0,True,1.0,969.894509470483,9.0,6.0,1.25
387,0.75,1.5,2,3.0,False,1.0,696.2728573827267,9.0,6.0,1.25
388,0.75,1.5,2,4.0,True,1.0,969.894509470483,10.0,7.0,1.25
389,0.75,1.5,2,4.0,False,1.0,696.2728573827267,10.0,7.0,1.25
390,0.75,1.5,3,2.5,True,0.8333333333333334,1212.3681368381037,11.0,8.0,1.25
391,0.75,1.5,3,2.5,False,0.8333333333333334,870.3410717284083,11.0,8.0,1.25
392,0.75,1.5,3,3.0,True,1.0,1454.8417642057243,12.0,9.0,1.25
393,0.75,1.5,3,3.0,False,1.0,1044.40928607409,12.0,9.0,1.25
394,0.75,1.5,3,4.0,True,1.0,1454.8417642057243,14.0,11.0,1.25
395,0.75,1.5,3,4.0,False,1.0,1044.40928607409,14.0,11.0,1.25
396,0.75,1.5,4,2.5,True,0.8333333333333334,1616.4908491174717,13.5,10.5,1.25
397,0.75,1.5,4,2.5,False,0.8333333333333334,1160.4547623045446,13.5,10.5,1.25
398,0.75,1.5,4,3.0,True,1.0,1939.789018940966,15.0,12.0,1.25
399,0.75,1.5,4,3.0,False,1.0,1392.5457147654533,15.0,12.0,1.25
400,0.75,1.5,4,4.0,True,1.0,1939.789018940966,18.0,15.0,1.25
401,0.75,1.5,4,4.0,False,1.0,1392.5457147654533,18.0,15.0,1.25
402,0.75,1.5,5,2.5,True,0.8333333333333334,2020.6135613968397,16.0,13.0,1.25
403,0.75,1.5,5,2.5,False,0.8333333333333334,1450.5684528806808,16.0,13.0,1.25
404,0.75,1.5,5,3.0,True,1.0,2424.7362736762075,18.0,15.0,1.25
405,0.75,1.5,5,3.0,False,1.0,1740.6821434568167,18.0,15.0,1.25
406,0.75,1.5,5,4.0,True,1.0,2424.7362736762075,22.0,19.0,1.25
407,0.75,1.5,5,4.0,False,1.0,1740.6821434568167,22.0,19.0,1.25
408,0.75,1.5,6,2.5,True,0.8333333333333334,2424.7362736762075,18.5,15.5,1.25
409,0.75,1.5,6,2.5,False,0.8333333333333334,1740.6821434568167,18.5,15.5,1.25
410,0.75,1.5,6,3.0,True,1.0,2909.6835284114486,21.0,18.0,1.25
411,0.75,1.5,6,3.0,False,1.0,2088.81857214818,21.0,18.0,1.25
412,0.75,1.5,6,4.0,True,1.0,2909.6835284114486,26.0,23.0,1.25
413,0.75,1.5,6,4.0,False,1.0,2088.81857214818,26.0,23.0,1.25
414,0.75,1.5,7,2.5,True,0.8333333333333334,2828.8589859555755,21.0,18.0,1.25
415,0.75,1.5,7,2.5,False,0.8333333333333334,2030.795834032953,21.0,18.0,1.25
416,0.75,1.5,7,3.0,True,1.0,3394.63078314669,24.0,21.0,1.25
417,0.75,1.5,7,3.0,False,1.0,2436.9550008395436,24.0,21.0,1.25
418,0.75,1.5,7,4.0,True,1.0,3394.63078314669,30.0,27.0,1.25
419,0.75,1.5,7,4.0,False,1.0,2436.9550008395436,30.0,27.0,1.25
420,0.75,1.5,8,2.5,True,0.8333333333333334,3232.9816982349435,23.5,20.5,1.25
421,0.75,1.5,8,2.5,False,0.8333333333333334,2320.909524609089,23.5,20.5,1.25
422,0.75,1.5,8,3.0,True,1.0,3879.578037881932,27.0,24.0,1.25
423,0.75,1.5,8,3.0,False,1.0,2785.0914295309067,27.0,24.0,1.25
424,0.75,1.5,8,4.0,True,1.0,3879.578037881932,34.0,31.0,1.25
425,0.75,1.5,8,4.0,False,1.0,2785.0914295309067,34.0,31.0,1.25
426,0.75,1.5,9,2.5,True,0.8333333333333334,3637.104410514311,26.0,23.0,1.25
427,0.75,1.5,9,2.5,False,0.8333333333333334,2611.023215185225,26.0,23.0,1.25
428,0.75,1.5,9,3.0,True,1.0,4364.525292617173,30.0,27.0,1.25
429,0.75,1.5,9,3.0,False,1.0,3133.22785822227,30.0,27.0,1.25
430,0.75,1.5,9,4.0,True,1.0,4364.525292617173,38.0,35.0,1.25
431,0.75,1.5,9,4.0,False,1.0,3133.22785822227,38.0,35.0,1.25
432,0.75,1.75,2,2.5,True,0.8333333333333334,942.9529953185252,8.5,5.5,1.25
433,0.75,1.75,2,2.5,False,0.8333333333333334,612.670501827458,8.5,5.5,1.25
434,0.75,1.75,2,3.0,True,1.0,1131.5435943822301,9.0,6.0,1.25
435,0.75,1.75,2,3.0,False,1.0,735.2046021929496,9.0,6.0,1.25
436,0.75,1.75,2,4.0,True,1.0,1131.5435943822301,10.0,7.0,1.25
437,0.75,1.75,2,4.0,False,1.0,735.2046021929496,10.0,7.0,1.25
438,0.75,1.75,3,2.5,True,0.8333333333333334,1414.4294929777877,11.0,8.0,1.25
439,0.75,1.75,3,2.5,False,0.8333333333333334,919.0057527411869,11.0,8.0,1.25
440,0.75,1.75,3,3.0,True,1.0,1697.315391573345,12.0,9.0,1.25
441,0.75,1.75,3,3.0,False,1.0,1102.8069032894243,12.0,9.0,1.25
442,0.75,1.75,3,4.0,True,1.0,1697.315391573345,14.0,11.0,1.25
443,0.75,1.75,3,4.0,False,1.0,1102.8069032894243,14.0,11.0,1.25
444,0.75,1.75,4,2.5,True,0.8333333333333334,1885.9059906370503,13.5,10.5,1.25
445,0.75,1.75,4,2.5,False,0.8333333333333334,1225.341003654916,13.5,10.5,1.25
446,0.75,1.75,4,3.0,True,1.0,2263.0871887644603,15.0,12.0,1.25
447,0.75,1.75,4,3.0,False,1.0,1470.409204385899,15.0,12.0,1.25
448,0.75,1.75,4,4.0,True,1.0,2263.0871887644603,18.0,15.0,1.25
449,0.75,1.75,4,4.0,False,1.0,1470.409204385899,18.0,15.0,1.25
450,0.75,1.75,5,2.5,True,0.8333333333333334,2357.382488296313,16.0,13.0,1.25
451,0.75,1.75,5,2.5,False,0.8333333333333334,1531.676254568645,16.0,13.0,1.25
452,0.75,1.75,5,3.0,True,1.0,2828.8589859555755,18.0,15.0,1.25
453,0.75,1.75,5,3.0,False,1.0,1838.0115054823739,18.0,15.0,1.25
454,0.75,1.75,5,4.0,True,1.0,2828.8589859555755,22.0,19.0,1.25
455,0.75,1.75,5,4.0,False,1.0,1838.0115054823739,22.0,19.0,1.25
456,0.75,1.75,6,2.5,True,0.8333333333333334,2828.8589859555755,18.5,15.5,1.25
457,0.75,1.75,6,2.5,False,0.8333333333333334,1838.0115054823739,18.5,15.5,1.25
458,0.75,1.75,6,3.0,True,1.0,3394.63078314669,21.0,18.0,1.25
459,0.75,1.75,6,3.0,False,1.0,2205.6138065788487,21.0,18.0,1.25
460,0.75,1.75,6,4.0,True,1.0,3394.63078314669,26.0,23.0,1.25
461,0.75,1.75,6,4.0,False,1.0,2205.6138065788487,26.0,23.0,1.25
462,0.75,1.75,7,2.5,True,0.8333333333333334,3300.3354836148383,21.0,18.0,1.25
463,0.75,1.75,7,2.5,False,0.8333333333333334,2144.346756396103,21.0,18.0,1.25
464,0.75,1.75,7,3.0,True,1.0,3960.4025803378054,24.0,21.0,1.25
465,0.75,1.75,7,3.0,False,1.0,2573.2161076753237,24.0,21.0,1.25
466,0.75,1.75,7,4.0,True,1.0,3960.4025803378054,30.0,27.0,1.25
467,0.75,1.75,7,4.0,False,1.0,2573.2161076753237,30.0,27.0,1.25
468,0.75,1.75,8,2.5,True,0.8333333333333334,3771.8119812741006,23.5,20.5,1.25
469,0.75,1.75,8,2.5,False,0.8333333333333334,2450.682007309832,23.5,20.5,1.25
470,0.75,1.75,8,3.0,True,1.0,4526.174377528921,27.0,24.0,1.25
471,0.75,1.75,8,3.0,False,1.0,2940.818408771798,27.0,24.0,1.25
472,0.75,1.75,8,4.0,True,1.0,4526.174377528921,34.0,31.0,1.25
473,0.75,1.75,8,4.0,False,1.0,2940.818408771798,34.0,31.0,1.25
474,0.75,1.75,9,2.5,True,0.8333333333333334,4243.288478933363,26.0,23.0,1.25
475,0.75,1.75,9,2.5,False,0.8333333333333334,2757.017258223561,26.0,23.0,1.25
476,0.75,1.75,9,3.0,True,1.0,5091.946174720036,30.0,27.0,1.25
477,0.75,1.75,9,3.0,False,1.0,3308.4207098682728,30.0,27.0,1.25
478,0.75,1.75,9,4.0,True,1.0,5091.946174720036,38.0,35.0,1.25
479,0.75,1.75,9,4.0,False,1.0,3308.4207098682728,38.0,35.0,1.25
480,0.75,3.0,2,2.5,True,0.8333333333333334,1616.4908491174717,8.5,5.5,1.25
481,0.75,3.0,2,2.5,False,0.8333333333333334,837.6061372456205,8.5,5.5,1.25
482,0.75,3.0,2,3.0,True,1.0,1939.789018940966,9.0,6.0,1.25
483,0.75,3.0,2,3.0,False,1.0,1005.1273646947445,9.0,6.0,1.25
484,0.75,3.0,2,4.0,True,1.0,1939.789018940966,10.0,7.0,1.25
485,0.75,3.0,2,4.0,False,1.0,1005.1273646947445,10.0,7.0,1.25
486,0.75,3.0,3,2.5,True,0.8333333333333334,2424.7362736762075,11.0,8.0,1.25
487,0.75,3.0,3,2.5,False,0.8333333333333334,1256.4092058684307,11.0,8.0,1.25
488,0.75,3.0,3,3.0,True,1.0,2909.6835284114486,12.0,9.0,1.25
489,0.75,3.0,3,3.0,False,1.0,1507.6910470421167,12.0,9.0,1.25
490,0.75,3.0,3,4.0,True,1.0,2909.6835284114486,14.0,11.0,1.25
491,0.75,3.0,3,4.0,False,1.0,1507.6910470421167,14.0,11.0,1.25
492,0.75,3.0,4,2.5,True,0.8333333333333334,3232.9816982349435,13.5,10.5,1.25
493,0.75,3.0,4,2.5,False,0.8333333333333334,1675.212274491241,13.5,10.5,1.25
494,0.75,3.0,4,3.0,True,1.0,3879.578037881932,15.0,12.0,1.25
495,0.75,3.0,4,3.0,False,1.0,2010.254729389489,15.0,12.0,1.25
496,0.75,3.0,4,4.0,True,1.0,3879.578037881932,18.0,15.0,1.25
497,0.75,3.0,4,4.0,False,1.0,2010.254729389489,18.0,15.0,1.25
498,0.75,3.0,5,2.5,True,0.8333333333333334,4041.2271227936794,16.0,13.0,1.25
499,0.75,3.0,5,2.5,False,0.8333333333333334,2094.015343114051,16.0,13.0,1.25
500,0.75,3.0,5,3.0,True,1.0,4849.472547352415,18.0,15.0,1.25
501,0.75,3.0,5,3.0,False,1.0,2512.8184117368614,18.0,15.0,1.25
502,0.75,3.0,5,4.0,True,1.0,4849.472547352415,22.0,19.0,1.25
503,0.75,3.0,5,4.0,False,1.0,2512.8184117368614,22.0,19.0,1.25
504,0.75,3.0,6,2.5,True,0.8333333333333334,4849.472547352415,18.5,15.5,1.25
505,0.75,3.0,6,2.5,False,0.8333333333333334,2512.8184117368614,18.5,15.5,1.25
506,0.75,3.0,6,3.0,True,1.0,5819.367056822897,21.0,18.0,1.25
507,0.75,3.0,6,3.0,False,1.0,3015.3820940842334,21.0,18.0,1.25
508,0.75,3.0,6,4.0,True,1.0,5819.367056822897,26.0,23.0,1.25
509,0.75,3.0,6,4.0,False,1.0,3015.3820940842334,26.0,23.0,1.25
510,0.75,3.0,7,2.5,True,0.8333333333333334,5657.717971911151,21.0,18.0,1.25
511,0.75,3.0,7,2.5,False,0.8333333333333334,2931.6214803596718,21.0,18.0,1.25
512,0.75,3.0,7,3.0,True,1.0,6789.26156629338,24.0,21.0,1.25
513,0.75,3.0,7,3.0,False,1.0,3517.9457764316057,24.0,21.0,1.25
514,0.75,3.0,7,4.0,True,1.0,6789.26156629338,30.0,27.0,1.25
515,0.75,3.0,7,4.0,False,1.0,3517.9457764316057,30.0,27.0,1.25
516,0.75,3.0,8,2.5,True,0.8333333333333334,6465.963396469887,23.5,20.5,1.25
517,0.75,3.0,8,2.5,False,0.8333333333333334,3350.424548982482,23.5,20.5,1.25
518,0.75,3.0,8,3.0,True,1.0,7759.156075763864,27.0,24.0,1.25
519,0.75,3.0,8,3.0,False,1.0,4020.509458778978,27.0,24.0,1.25
520,0.75,3.0,8,4.0,True,1.0,7759.156075763864,34.0,31.0,1.25
521,0.75,3.0,8,4.0,False,1.0,4020.509458778978,34.0,31.0,1.25
522,0.75,3.0,9,2.5,True,0.8333333333333334,7274.208821028622,26.0,23.0,1.25
523,0.75,3.0,9,2.5,False,0.8333333333333334,3769.227617605292,26.0,23.0,1.25
524,0.75,3.0,9,3.0,True,1.0,8729.050585234347,30.0,27.0,1.25
525,0.75,3.0,9,3.0,False,1.0,4523.0731411263505,30.0,27.0,1.25
526,0.75,3.0,9,4.0,True,1.0,8729.050585234347,38.0,35.0,1.25
527,0.75,3.0,9,4.0,False,1.0,4523.0731411263505,38.0,35.0,1.25
528,0.75,3.5,2,2.5,True,0.8333333333333334,1885.9059906370503,8.5,5.5,1.25
529,0.75,3.5,2,2.5,False,0.8333333333333334,942.5320717069758,8.5,5.5,1.25
530,0.75,3.5,2,3.0,True,1.0,2263.0871887644603,9.0,6.0,1.25
531,0.75,3.5,2,3.0,False,1.0,1131.038486048371,9.0,6.0,1.25
532,0.75,3.5,2,4.0,True,1.0,2263.0871887644603,10.0,7.0,1.25
533,0.75,3.5,2,4.0,False,1.0,1131.038486048371,10.0,7.0,1.25
534,0.75,3.5,3,2.5,True,0.8333333333333334,2828.8589859555755,11.0,8.0,1.25
535,0.75,3.5,3,2.5,False,0.8333333333333334,1413.7981075604637,11.0,8.0,1.25
536,0.75,3.5,3,3.0,True,1.0,3394.63078314669,12.0,9.0,1.25
537,0.75,3.5,3,3.0,False,1.0,1696.5577290725564,12.0,9.0,1.25
538,0.75,3.5,3,4.0,True,1.0,3394.63078314669,14.0,11.0,1.25
539,0.75,3.5,3,4.0,False,1.0,1696.5577290725564,14.0,11.0,1.25
540,0.75,3.5,4,2.5,True,0.8333333333333334,3771.8119812741006,13.5,10.5,1.25
541,0.75,3.5,4,2.5,False,0.8333333333333334,1885.0641434139516,13.5,10.5,1.25
542,0.75,3.5,4,3.0,True,1.0,4526.174377528921,15.0,12.0,1.25
543,0.75,3.5,4,3.0,False,1.0,2262.076972096742,15.0,12.0,1.25
544,0.75,3.5,4,4.0,True,1.0,4526.174377528921,18.0,15.0,1.25
545,0.75,3.5,4,4.0,False,1.0,2262.076972096742,18.0,15.0,1.25
546,0.75,3.5,5,2.5,True,0.8333333333333334,4714.764976592626,16.0,13.0,1.25
547,0.75,3.5,5,2.5,False,0.8333333333333334,2356.3301792674397,16.0,13.0,1.25
548,0.75,3.5,5,3.0,True,1.0,5657.717971911151,18.0,15.0,1.25
549,0.75,3.5,5,3.0,False,1.0,2827.5962151209274,18.0,15.0,1.25
550,0.75,3.5,5,4.0,True,1.0,5657.717971911151,22.0,19.0,1.25
551,0.75,3.5,5,4.0,False,1.0,2827.5962151209274,22.0,19.0,1.25
552,0.75,3.5,6,2.5,True,0.8333333333333334,5657.717971911151,18.5,15.5,1.25
553,0.75,3.5,6,2.5,False,0.8333333333333334,2827.5962151209274,18.5,15.5,1.25
554,0.75,3.5,6,3.0,True,1.0,6789.26156629338,21.0,18.0,1.25
555,0.75,3.5,6,3.0,False,1.0,3393.115458145113,21.0,18.0,1.25
556,0.75,3.5,6,4.0,True,1.0,6789.26156629338,26.0,23.0,1.25
557,0.75,3.5,6,4.0,False,1.0,3393.115458145113,26.0,23.0,1.25
558,0.75,3.5,7,2.5,True,0.8333333333333334,6600.6709672296765,21.0,18.0,1.25
559,0.75,3.5,7,2.5,False,0.8333333333333334,3298.8622509744155,21.0,18.0,1.25
560,0.75,3.5,7,3.0,True,1.0,7920.805160675611,24.0,21.0,1.25
561,0.75,3.5,7,3.0,False,1.0,3958.6347011692983,24.0,21.0,1.25
562,0.75,3.5,7,4.0,True,1.0,7920.805160675611,30.0,27.0,1.25
563,0.75,3.5,7,4.0,False,1.0,3958.6347011692983,30.0,27.0,1.25
564,0.75,3.5,8,2.5,True,0.8333333333333334,7543.623962548201,23.5,20.5,1.25
565,0.75,3.5,8,2.5,False,0.8333333333333334,3770.128286827903,23.5,20.5,1.25
566,0.75,3.5,8,3.0,True,1.0,9052.348755057841,27.0,24.0,1.25
567,0.75,3.5,8,3.0,False,1.0,4524.153944193484,27.0,24.0,1.25
568,0.75,3.5,8,4.0,True,1.0,9052.348755057841,34.0,31.0,1.25
569,0.75,3.5,8,4.0,False,1.0,4524.153944193484,34.0,31.0,1.25
570,0.75,3.5,9,2.5,True,0.8333333333333334,8486.576957866726,26.0,23.0,1.25
571,0.75,3.5,9,2.5,False,0.8333333333333334,4241.394322681391,26.0,23.0,1.25
572,0.75,3.5,9,3.0,True,1.0,10183.892349440071,30.0,27.0,1.25
573,0.75,3.5,9,3.0,False,1.0,5089.67318721767,30.0,27.0,1.25
574,0.75,3.5,9,4.0,True,1.0,10183.892349440071,38.0,35.0,1.25
575,0.75,3.5,9,4.0,False,1.0,5089.67318721767,38.0,35.0,1.25
576,0.75,5.125,2,2.5,True,0.8333333333333334,2284.1998513773974,8.5,5.5,1.25
577,0.75,5.125,2,2.5,False,0.8333333333333334,1142.0999256886987,8.5,5.5,1.25
578,0.75,5.125,2,3.0,True,1.0,2741.039821652877,9.0,6.0,1.25
579,0.75,5.125,2,3.0,False,1.0,1370.5199108264385,9.0,6.0,1.25
580,0.75,5.125,2,4.0,True,1.0,2741.039821652877,10.0,7.0,1.25
581,0.75,5.125,2,4.0,False,1.0,1370.5199108264385,10.0,7.0,1.25
582,0.75,5.125,3,2.5,True,0.8333333333333334,3426.2997770660963,11.0,8.0,1.25
583,0.75,5.125,3,2.5,False,0.8333333333333334,1713.1498885330482,11.0,8.0,1.25
584,0.75,5.125,3,3.0,True,1.0,4111.559732479315,12.0,9.0,1.25
585,0.75,5.125,3,3.0,False,1.0,2055.7798662396576,12.0,9.0,1.25
586,0.75,5.125,3,4.0,True,1.0,4111.559732479315,14.0,11.0,1.25
587,0.75,5.125,3,4.0,False,1.0,2055.7798662396576,14.0,11.0,1.25
